id,text,
612,My transfer didn't go through.,
613,is there a foreign currencies charge?,
614,Why wouldn't a transfer go through?,
615,I tried activation my card and it didn't employment,
616,What are your currency exchange fees?,
617,My card payment has been pending for a long time now. Why is it taking so long to take. It should have already made it through.,
618,How do I check my security settings to allow contactless pay?,
619,Is there an age limit?,
620,Can I change my pin number at a cash machine?,
621,My card is lost! What do I do now?,
622,What steps do I need to take to change my card PIN?,
623,What is happening?  I have tried to transfer money 5x already.  Is the system down?  This shouldnt be happening as this is a basic transfer.,
624,"what is going on, i have entered my passcode and its not working",
625,"Since I need to exchange currencies frequently, would you be able to offer me a discount?",
626,My cash withdrawal isnt showing on my account,
627,Can my daughter make an account?,
628,Where do I change my PIN?,
629,will i be able to open an account for my daughter,
630,I was unable to transfer to another account.,
631,Why hasn't my withdrawal shown on my statement?,
632,Is there any way I could open an account for my daughter?,
633,What does a 'pending payment' mean?,
634,I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,
635,Why is the cash withdrawal under pending?,
636,What ATMs will accept this type of card?,
637,What should I do if I think that someone might be using me card?,
638,I would like to get help from someone in your customer service department with assisting me with activating my card.,
639,What is the most efficient way to activate my new card?,
640,Why is my cash withdrawal from the ATM still not yet showing as confirmed in my account?,
641,"I don't think the transaction has gone through, so can I cancel a transfer?",
642,How do I do a successful transfer to an account?,
643,There are fraudulent charges that I didn't make on my card. Can you please put in the safeguards necessary to stop this from happening anymore?,
644,Is there a certain age I need to be?,
645,Are you sure when the withdrawal will show?,
646,Why would a transfer fail?,
647,Can I cancel a transfer,
648,Is my daughter eligible to open an account?,
649,Where is the closest ATM I can use?,
650,My transfer to an account failed.,
651,Does it cost money for currency exchange services?,
652,Please let me know how to change my PIN?,
653,Am I able to change my PIN at certain cash machines?,
654,Are there any specific ATMs that this card can be used at?,
655,Do I need to make a regular payment before a contactless one?,
656,"I need to reset my passcode, this one isn't working",
657,Why are the things I bought earlier today still showing as pending?,
658,"My card's expiring a month from now, should I place an order for the new card?",
659,Help me to set up contactless payments.,
660,How do I set up an account for my children?,
661,There is a withdrawal waiting.,
662,How do I freeze my card using the app?,
663,How do I change my PIN abroad?,
664,"I can not seem to make a successful transfer, can you tell me what I'm doing wrong?",
665,After making a payment with my card it doesn't seem to have worked. It's just showing to be pending. When will this actually be going through?,
666,Can I change my pin through the app?,
667,My passcode doesn't seem to be working,
668,I need to make an immediate cancellation related to a transfer. This was a mistake. Please assist quickly so this does not actually go through.,
669,I need help from someone in your department with finding my nearest ATM.,
670,What should I do if my card is missing?,
671,Which countries can I change my PIN in?,
672,Do all ATMs take this card?,
673,How do I cancel a transfer?,
674,"My card couldn't complete a transfer, why?",
675,What are the requirements to open an account for a minor?,
676,What do I do if I can't access my passcode?,
677,"I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see that it's pending for that amount. I didn't actually get that money, so I don't want it processed on my account.",
678,How much will I pay to exchange foreign currency?,
679,My payment is in the app but hasn't gone through yet,
680,I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it?,
681,"I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account?",
682,"My beneficiary has been denied, is this normal?",
683,How do I change my PIN?,
684,I think that somebody is utilizing my card without my authorization!,
685,"My card's expiration is approaching, how do I replace it.",
686,Are currency exchanges free?,
687,Just received a message that my transfer is not possible??  What is going on.  I have done this before with no issues.,
688,Why is a transaction still pending?,
689,I will need a new card because mine is almost expired.  How fast do I get a replacement and what is the cost?,
690,How can I find out why my transfer didn't go through?,
691,where do i find out about exchange fees,
692,How old do you have to be to be able to open an account?,
693,The app says my transfer failed,
694,"I made a payment a while ago and it is still showing as ""pending"" in the account. How long will this payment take to complete?",
695,My new card came in.  How do I activate?,
696,I was unable to make a transfer to another account.,
697,Someone else used my card!,
698,Why am I not allowed to transfer money to my cryptocurrency exchange?,
699,My transaction is still showing that is pending from my cash withdrawal.,
700,Why am I unable to take money from my card but the statement says the transaction is still pending?,
701,Do you have to be 18 to make an account?,
702,Exchange fee help?,
703,exchanging currencies costs what?,
704,Activating my card,
705,Why would a cash withdrawal be pending?,
706,Cancelling a transaction,
707,I would like to know why my purchases from this morning are still pending.,
708,Can someone assist me with activating my new card?,
709,Why are you not accepting my transfer!! I've tried a couple times already now and it just keeps showing an error message,
710,I have young kids. Can they use this service?,
711,Is there any way to cancel my transfer,
712,I am not able to do contactless.,
713,WHAT CAN I DO AFTER THE CARD MISSING,
714,Can my teenager have an account?,
715,Can a transaction be cancelled?,
716,I need to know when a payment will actually go through. I completed a payment using my card but it is just showing as pending at this point and it has been a while ago.,
717,Can I change my PIN on holiday?,
718,what does pending mean?,
719,I couldn't do a transfer to an account,
720,My card payment is pending.,
721,I need my card to be activated right now.,
722,Someone took my card without permission,
723,please cancel the transaction,
724,Can you explain to me why a cash withdrawal shows up as pending?,
725,I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system?,
726,want to get a new card in china,
727,passcode retrieval,
728,Why is my contactless not working?,
729,I made a transfer into my account and now I need to cancel it,
730,"I removed cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",
731,"Do I need to go to a physical bank to change my PIN?""",
732,how much you charge for exhcange,
733,It looks like a payment I've made hasn't made it through yet.,
734,"If my card expires next month, will I need to order a new one?",
735,Is there an age limit for opening an account?,
736,Is there any cost to change foreign money to local?,
737,"My card payment is still on hold, why is it so?",
738,My password isn't being accepted and I need to reset it.,
739,How high is the exchange fee?,
740,I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times?,
741,Do currency exchanges cost extra?,
742,withdrawal pending meaning?,
743,Who can I speak with regarding a lost card?,
744,"My card has an expiration date, will you send a new one automatically?",
745,I did a transfer earlier but see that it failed to go through.,
746,how to get new card?,
747,Hi I'm sending some money over to an investment bank I do business and the transaction is being rejected. I'm not sure why as I think I have the right details.,
748,Help my activate my card.,
749,When my card expires what happens to my account?,
750,Where can I get a new passcode?,
751,Are you able to locate my card?,
752,"I have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. Do you know why this may be?",
753,My transfer did not seem to work.,
754,what is the charges for new card?,
755,How many miles away is the ATM?,
756,How long does it take for a new purchase to stop being considered pending?,
757,Can I change my PIN at my local bank?,
758,A transfer could not be completed.,
759,Why can't my beneficiary access my account?,
760,How do I use contactless pay?,
761,Why did my transfer fail?  What can I do?,
762,My card was stolen last night.,
763,The card has suffered a security breach.,
764,My card payment is showing pending.,
765,I didn't make these transactions. Is someone else using my card?,
766,What should I do if I forgot my passcode?,
767,"I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages.",
768,What is the reason my cash withdrawal is still pending?,
769,Can I reset my PIN?,
770,Am I able to cancel a transfer I just made,
771,Please help me to know the status of my card payment as its pending since a while.,
772,Help me reset the passcode.,
773,What is the proper way to activate a card?,
774,Do I need to order a new card if mine is expiring?,
775,In what way can I change my PIN and where do I need to be?,
776,"If I am not in the country and I need to change my PIN, how can this be done?",
777,"I used my card to make a payment a while ago and its still pending, Why is it taking so long?",
778,I have a pending payment from stuff I bought this morning.,
779,A transfer was not allowed to an account.,
780,"My card was used without my permission, what do I do?",
781,Can you let me know why my cash withdrawal is still pending?,
782,Am I able to have a card sent to China?,
783,the transfer to an account wasn't allowed is there any other way for me to do it,
784,"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?",
785,I am only 17. Can I make an account?,
786,Show me please how to reset my passcode.,
787,I've attempted to do a very standard transfer and have tried 5 times at this point. Can you tell me what the issue is? Is the system down?,
788,It's been a few days since I've tried to pay a seller but the funds aren't going through. What is happening?,
789,Are my contactless settings correct? I tried to use it today but it wasn't working.,
790,"Is there something wrong with my card payment? It's been pending a really, really long time.",
791,Why is my payment pending?,
792,What happens when a beneficiary can't receive my transfer?,
793,Why did I receive an error message saying that my transfer was not possible?,
794,My card activation is failing.,
795,My card is about to expire. What do I need to do?,
796,How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move,
797,Why can I not do a  transfer,
798,Do I have to go into the bank to change my PIN?,
799,Why didn't my transfer complete?,
800,One of my transactions needs to be canceled.,
801,"Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money.",
802,Do I need to replace my card if it didn't work when I tried to pay contactless at the shop today?,
803,I wanna revert a transaction i did this morning.,
804,After my card expires what should I do?,
805,"I have the cash already, my account still shows up as pending.  How can my account be still pending?",
806,What do I need to do for the card activation?,
807,How do I report my card lost or stolen?,
808,I want a new PIN please.,
809,I want to reverse a transaction I did this morning,
810,Please help me cancel a transaction.,
811,What steps should I take before my card expires?,
812,What can I expect at card expiration?,
813,I am on vacation in Spain and need to change my pin.,
814,"My card payment is just showing up as pending and it has been a while , what's going on with that, it should be going through at some point?",
815,What are the rules for transferring to a beneficiary?,
816,I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here?,
817,I'm still waiting on a payment,
818,I would like to change my PIN but I am not currently in the country.,
819,Why couldn't I complete a transfer?,
820,I have tried transferring money numerous times.  All I keep getting is an error message.  Can you tell me what is going on and how this van be fixed?,
821,"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",
822,"I'm not certain, but someone may be using my card.",
823,I have a cryptocurrency exchange that won't go through. Please help me process it.,
824,I made a mistake this morning when I did a transfer. How do I reverse it?,
825,Is there a fee for exchanging currency?,
826,Where can money withdrawals be made?,
827,What do I need to do to correct this failed transfer?,
828,How old do my children need to be to open an account?,
829,"After I make a payment, how long will it be before it transitions from ""pending"" to complete?",
830,"What's a pending transaction? My card was declined at an ATM, but my account says it's still pending. Can I cancel the payment?",
831,Fix my contactless,
832,My card got stolen!,
833,What are the steps in order to activate my new card?,
834,I need to renew a card that's about to expire,
835,"I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand.",
836,Why is allowance not being given to my beneficiary?,
837,Can you tell me what I need to do to have my pin changed?,
838,Please tell me why I am having problems transferring to a beneficiary.,
839,How old can one use your service?,
840,I'm suddenly getting an error while attempting a transfer that it isn't possible. Why? I've done it before.,
841,I withdrew cash but it still shows as pending?,
842,What to do if my card is about to expire?,
843,A transfer has to be cancelled.,
844,How do I order a replacement for stolen card?,
845,I have forgotten my passcode,
846,How do I change my pin while traveling?,
847,What is the exchange fee?,
848,I made a transaction to the wrong account!,
849,I seem to have lost my card.,
850,The transfer to my beneficiary has not gone through,
851,"Your card pin can be changed at any Visa or MasterCard ATM with Pin services, excluding countries such as Belgium, Luxembourg, Austria, Germany, Spain, and France.",
852,"So much time has gone by, the pending status shouldn't still be there shouldn't it?",
853,My card is about to expire.  Are there any costs with a replacement card?  How quick do you mail it to me?,
854,How can I change my Tholepin ?,
855,How do I retrieve my passcode?,
856,"My work sends me all over the world, can I get a discount for all the money I have to exchange?",
857,"For some reason, I'm unable to transfer funds.",
858,What is the youngest age in order to have an account?,
859,"Your system is broken. My transfers keep failing, 5 times now.",
860,Cancel Transaction,
861,What to do if my card has been used without my permission?,
862,Why are my purchases from this morning still pending?,
863,"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",
864,I want to change my PIN - do I need to be in a bank?,
865,Why can't I make a transfer?,
866,"How do I reset a forgotten passcode, please?",
867,"I wanted to use my card contactless but it doesn't seem to be working, what could be the problem?",
868,I need help cancelling a transaction.,
869,How much does it cost to get a new card?  Mine is almost expired.  How fast does it come?,
870,If i want to change my pin number can I directly from an ATM?,
871,What fee will be charged for exchanges?,
872,I want to cancel the transaction I made earlier,
873,Can I change my PIN if I want to?,
874,Is there an extra charge to exchange different currencies?,
875,"So, I am in the middle of purchasing a flat. I need the money for the first mortgage payment and it is not going through. I keep receiving an error. Can you find out what's going on and help me complete this transfer?",
876,How do I stop fraud to my account?,
877,I need a new PIN.,
878,How do I withdraw money?,
879,"With my new card, how may I activate it?",
880,My passcode is not being accepted,
881,I've forgotten my app passcode completely.,
882,Is there a limit for age?,
883,I tried to make a transfer like five different times. Why won't your system let me? Is it broke?,
884,Where is the closest ATM to me?,
885,Are there only certain ATM machines where I can use this card?,
886,Is there an age limit to when my child can use these services?,
887,"Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre, but the machine declined my card, and I did not receive the money. Why is the transaction still pending if I did not receive the money.",
888,I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,
889,Is there a location where I can change my PIN?,
890,What are the ATMs that will accept this card?,
891,"My card is still pending, I've been waiting a while.",
892,What age can sign up for services?,
893,Is there an age minimum?,
894,Which ATMs accept this bill of fare ?,
895,There are charges on my card that I haven't purchased.,
896,I need to reset my passcode. Where do I go to do that?,
897,"Just received my replacement card, what steps do i need to take to activate it?",
898,How can I find out where my contactless works?,
899,Could I open an account for children?,
900,my cash withdrawal has not come out of my account yet.,
901,I tried to get cash out of the ATM but it is taking too long,
902,I can't enter my passcode.,
903,What is the currency exchange fee?,
904,What should I do if my card is stolen?,
905,Please inform me how to get a new card as mine is about to expire.,
906,Can I use the card at any cash machine?,
907,Why is the pending status on my cash withdrawal taking so long?,
908,Can I get a new card with new expiration date in China?,
909,is a transfer to a beneficiary allowed?,
910,Can you activate my card pls,
911,Do you have an age limit?,
912,Why can't my beneficiary get access?,
913,I took out some cash from the ATM but it is still showing the transaction is pending.,
914,Which ATMs accept this card?,
915,I would like to change my pin.,
916,I think that my card has been stolen!,
917,Please provide currency exchange rates,
918,Why was a transfer to an account not allowed?,
919,Tell me how to replace my expired card.,
920,Can I use this card at an ATM?,
921,Is there a problem with the payment that I see is still pending?,
922,"There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.
I made a mistake on the last transfer I made"," who must I speak with to cancel?"""
923,Where is a Mastercard ATM?,
924,A transaction on my card shows as pending.,
925,What do you charge for an exchange fee?,
926,Why was I denied the option to transfer money to a selected beneficiary?,
927,I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,
928,How can I reset the passcode if I need to do that?,
929,It says pending status for my payment. Why?,
930,My cash in the ATM is still pending,
931,Will a beneficiary not accept a transfer?,
932,I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through?,
933,May I receive a different card pin,
934,"Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there.",
935,oh my god I lost my card! what should I do?,
936,"Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer.",
937,How do I enable contactless pay?,
938,"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",
939,Why does a cash withdrawal show as pending?,
940,Why is my beneficiary not working?,
941,What ATMs can I use this card?,
942,I need help activating my new card.,
943,Why isn't my transfer going through? I get a message saying it's not possible. I've had no issues in the past.,
944,What is the process of card activation?,
945,Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place.,
946,I want to activate my new card.,
947,What is the youngest age for an account?,
948,The transger I tried to make failed.,
949,Why did my transfer not go through?,
950,Why am I unable to transfer money when I was able to before?,
951,Why didn't my transfer go through?,
952,I think someone is using my card to make transactions I don't remember.,
953,Can I get cash with this card anywhere?,
954,I don't know what pending transaction means.,
955,How can I find an ATM that accepts this card?,
956,What are the reasons a beneficiary would be denied?,
957,Can someone assist me with activating my card?,
958,"I cannot remember my passcode, is there a way to retrieve it?",
959,What should I do if I think my card was stolen?,
960,"It appears my card expires next month, can I order a new one?",
961,Why is my withdrawal still pending?,
962,Is there an extra fee to exchange currencies?,
963,I'd like to cancel a transfer,
964,I need a new card since my old one is about to expire.,
965,My transfer to beneficiary didn't go through,
966,I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,
967,When will the transaction go through?,
968,Do my kids have to be a certain age to use this service?,
969,What should I do once my card expires?,
970,What is your currency exchange fee?,
971,I need help making this transfer. I keep getting an error. I'm trying to purchase a flat but i need my mortgage payment to go through first. Can you help?,
972,I do not understand why my pass-code is not working.,
973,I cannot activate my card.,
974,Where's accounting for my cash withdrawal?,
975,I left my card at a restaurant and now its missing.,
976,The contactless payments are not working.,
977,Do I need a photo ID to activate a my new card?,
978,Do I have to use bank approved ATM's,
979,How do I go about setting up an account for my daughter?,
980,My new pin needs to be set.,
981,Is it possible to open an account for my children?,
982,How can my new card be renewed?,
983,I tried entering my passcode and it isn't working. Can you help?,
984,I did a transaction to a wrong account!,
985,What do I do to activate my new card?,
986,I want to cancel my card. I think someone else is using it.,
987,My transfer did not go through.,
988,Tell me how to go about activating my new card?,
989,I want to create a new pin.,
990,What are the reasons that my mortgage payment won't go through? I'm getting an error and don't know how to correct to get this transfer to go through.,
991,"I just got a new card, and I want to know how to activate.",
992,"I tried to make a transfer, but it didn't work.",
993,Where do I go to cancel a transaction?,
994,Currency exchanges have any extra fees?,
995,I need to stop a transaction that I made.,
996,How do I cancel my transfer?,
997,What is the reason for my beneficiary to be disallowed?,
998,How can I activate my new card?,
999,Which atms allow me to change my pin?,
1000,"I have waited 15 days, but my payment still hasn't cleared.",
1001,Do I have to pay for exchanging currencies?,
1002,It's not letting me transfer money to my beneficiery.,
1003,"who do I talk to, to cancel a transfer?",
1004,"If I exchange currency frequently, can I get a discounted rate?",
1005,Why does it say pending cash withdrawal on my statement?,
1006,I think someone copied the numbers on my card and is using them.,
1007,How do I change my card PIN?,
1008,"I desperately need to change my PIN, but I'm overseas on vacation right now. How can I do this?",
1009,Can you tell my why my funds transfer did not work properly?,
1010,Why is the payment on my card still pending?,
1011,Why does my payment appear as pending?,
1012,I need to reverse a transaction,
1013,Will I be charged an extra fee if I need to exchange currency?,
1014,I have lost my card! What is my next step?,
1015,Can I pick a new PIN?,
1016,Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,
1017,How can I go about resetting my passcode?,
1018,my atm cash out is still pending,
1019,How do I replace a card that's going to expire?,
1020,How much does it cost to exchange my balance into a foreign currency?,
1021,What can I do if my card details where stolen from my car? I think they used my card to buy gas.,
1022,What should I do if I think someone is using my card.,
1023,"My card will expire soon, When do I need to order a new one?",
1024,My wallet was stolen and all my credit cards were in there.  HELP?!!?,
1025,What should I do if I think someone is using my card without my permission?,
1026,How long will it take for my cash withdrawal to no longer show as pending?,
1027,Is going to a bank only way to change my PIN?,
1028,My cash withdrawal shows as pending still.,
1029,My card expires soon,
1030,I need assistance completing a transfer. I'm trying to purchase a flat and need the money for the initial mortgage payment. I keep getting an error and the transfer is not going through. What is going on here?,
1031,Please help me.  My card is missing.,
1032,I just got my card and cannot get it to work.,
1033,How do I activate my new card I just got?,
1034,"I am getting an error stating my transfer is not possible while transferring money. Let me know the issue as its the first time i am getting error, earlier it used to work.",
1035,How do I get my card active?,
1036,My transaction from earlier needs to be reversed.,
1037,Can I get an account for my daughter?,
1038,Would it be possible to open up an account for children?,
1039,I can't find my card! Can you help?,
1040,"If my card is going to expire this month, do I need to order a new one?",
1041,I made a payment but it's still pending,
1042,How do I reset the passcode?,
1043,Where are the ATMs that I can use Mastercard?,
1044,How can I activate my card so I can start using it?,
1045,Lost password,
1046,Do cash machines let me change my pin?,
1047,How do I deal with a stolen card?,
1048,Why was I unable to complete my transfer?,
1049,How long does the cash withdrawal take to pend?,
1050,I am not able to do a transfer to an account,
1051,can you tell me why my transfer failed?,
1052,"I can't find my card, it is lost.",
1053,I tried to transfer money and it did not work.,
1054,Can you give me info about what to do when my card expires?,
1055,I used the wrong account number!,
1056,"I was trying to use contactless earlier, but it didn't work.",
1057,I've completely forgot the code to get into the app.,
1058,is it possible to cancel transactions?,
1059,Someone used my card without my permission.,
1060,someone is using my account,
1061,"I already made a transfer and want to cancel it, how do I do that?",
1062,I don't know what a pending payment is.,
1063,"My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",
1064,"When my card expires, will I get a new one mailed to me?",
1065,How long does a payment usually show as pending? Is it normal that mine is still pending?,
1066,I think someone got my card details and used it because there are transactions i don't recognize. What do I do now?,
1067,I am planning activating my card was it possible?,
1068,"I made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",
1069,Do I have to use a bank approved ATM to withdraw money?,
1070,"I received cash from the ATM earlier, but this shows up as pending in the app.  I've got the cash already.  How can this be still pending?",
1071,My card was denied at an ATM earlier today but the transaction is pending. Please cancel it as I did not receive my money.,
1072,I couldn't complete card activation.,
1073,Help!  My card is stolen.,
1074,Contactless payments need to be enabled for my card.,
1075,I think I forgot my passcode,
1076,I lost my card,
1077,I wish to cancel a transfer,
1078,Can you provide a reason as to why my transfer did not work?,
1079,My card was used without my permission.,
1080,I think my card is stolen!,
1081,I couldn't make a transfer,
1082,Will there be a cost if I exchange currency?,
1083,My transfer failed to a beneficiary,
1084,I attemped a transfer and it didn't go through.,
1085,"I did a payment with my card but seem that didn't work, it's still listed as pending since a while ago. When does this actually go through?",
1086,Can this card be used at all ATMs?,
1087,Why would I receive an error that my transfer isn't possible when I've done it before?,
1088,How can I withdraw money?,
1089,"The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue?",
1090,Help me activate my new card.,
1091,What steps do I have to go through in order to activate my new card?,
1092,Is there any way for you to find my card?,
1093,How do I open an account for my children?,
1094,One of my card payments looks like it's stuck but I have made the payment days ago. How long until the payment will be applied to my account?,
1095,Why are my payments showing pending?,
1096,What would the price be for an expired card replacement and how long will it take me to get it?,
1097,Its been several days and my cash withdrawal is still pending. Why?,
1098,Why does my transfer keep failing? I've tried 5 times and they all failed.,
1099,"If I am overseas, how do I change my pin?",
1100,My card isn't letting me purchase something and I wanted to know why.,
1101,How much more do I have to pay to exchange currencies?,
1102,Can someone help with my passcode?,
1103,"When I tried to pay for my bus ride, the contactless payment wouldn't work. How can I prevent this in the future?",
1104,What do I do if my card was stolen.,
1105,Is my child too young to sign up?,
1106,Help! I made a transfer in error and need to cancel it before it's complete!,
1107,My passcode doesn't work,
1108,Help.  I have a stolen card!,
1109,I want to open an account for my child.,
1110,Can I freeze my card right now?,
1111,How long does it take for a payment to change from pending?,
1112,I made a payment that is not yet complete.,
1113,I need to do a card activation.,
1114,I made a mistake and need to cancel a transfer.,
1115,How old does my daughter need to be to have her own account?,
1116,"I didn't want to make a transaction, I want to revert it",
1117,Can I transfer money to a beneficiery?,
1118,I want to replace my current PIN.,
1119,"My new card has arrived, what's the activation procedure?",
1120,Is there any discount for someone that exchanges currencies frequently?,
1121,I need to change a transfer.,
1122,My card is missing.,
1123,My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,
1124,How can I revert a transaction from this morning?,
1125,"I want to buy cryptocurrency, but your app doesn't let me. Why?",
1126,What do I do if I think someone has used my card without permission? I can see a few transactions I don't recognize.,
1127,Can you tell me what the exchange fee is?,
1128,I'm trying to purchase a flat but i need my first payment for my mortgage to go through first. I keep getting an error. I'm not sure what is going on but i need help making this transfer.,
1129,"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!",
1130,I wasn't allowed to transfer to my account,
1131,"I made a mistake of transferring, can I cancel my previous transfer?",
1132,What does it mean to have a pending cash withdrawal?,
1133,"I made a mistake when making my last transfer, please cancel before it goes thru.",
1134,The card can be used at which ATMs?,
1135,I've been unable to pay contactless with my card for over a week now. Is there a way to fix this issue?,
1136,What is the age requirement?,
1137,I am having problems with my contactless.,
1138,Who do I call to activate my new card?,
1139,What do I need for activation of my card?,
1140,I lost my wallet today with all my credit cards. Will you please block the card and send a replacement?,
1141,A payment I made is for a wrong amount can you help me correct the mistake.,
1142,"In a month, my card will reach its expiration date, am I required to request the next card?",
1143,"Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this?",
1144,I tried to make a payment with my card and it was declined. Why is it pending?,
1145,Can I open up an account for my child?,
1146,Am I allowed to transfer money to a beneficiary?,
1147,My transfer failed to process correctly. Is there a reason this would happen?,
1148,I purchases several items today. Why are they still showing pending?,
1149,I did a transaction this morning and now I want to cancel it.,
1150,A card payment on my account is shown as pending.,
1151,Can you please explain why my transfer failed?,
1152,When will my card be activated?,
1153,"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",
1154,How do I reset my password?,
1155,Why is a payment showing up on my card as pending?,
1156,"I think my card is expiring, what happens then?",
1157,I need more assistance with how to activate my card.,
1158,"I made a transaction, but I made it to an account I didn't mean to make it to.",
1159,what do i need to have with me to activate card,
1160,"It says ""pending payment?"" Why is it saying this?",
1161,There is a payment that i made that i noticed has not gone thru yet. Can i ask why?,
1162,Show me how to change my pin?,
1163,I want to use my card. How do I activate it?,
1164,Can I change my PIN on my phone?,
1165,I have paid by my card but payment is still its coming as pending. I think there is some issue please check and let me know when the status will complete.,
1166,What is the process for activating my new card?,
1167,"While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain?",
1168,Can you tell me how I go about activating a new card?,
1169,What could possibly be the cause of my failed transfer?,
1170,Is it possible to have a discount for exchanging currency frequently?,
1171,How are cash withdrawals pending?,
1172,I made a payment that seems to be stuck. It's been a couple of days already. Can you tell me how long it will take?,
1173,Can I use app to freeze my card and dispute fraud?,
1174,What would cause a transfer failure?,
1175,What ATM accepts Mastercard?,
1176,"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",
1177,What does it mean if my payment is pending?,
1178,I have been waiting for my card payment to be moved from pending status for an unusually long time.  What is going on here and do you have an idea of when I can expect it to go through?,
1179,"There is a pending payment on my account, what does this mean?",
1180,Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,
1181,My transfer didn't complete. Why can't I access funds?,
1182,Can I order a new card with the app?,
1183,"I just got my card and want to use it, how do I activate my card?",
1184,how old do i need to be to get an account for myself,
1185,I don't need to transfer anymore and I want to cancel it.,
1186,I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,
1187,How do i finalize a card payment,
1188,"I need a new card to replace an expired one. Will it cost anything, and how soon?",
1189,I want a reason as to why my beneficiary is not allowed?,
1190,Hello. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?,
1191,Why hasn't my payment gone through yet?,
1192,Do I need to order a new card before it expires?,
1193,My new card needs activating.,
1194,How do I replace my card?,
1195,Why does my account show as pending a cash withdrawal from the ATM that I have already made?,
1196,"I transferred my funds, why did it not go through?",
1197,I am entering my passcode but getting an error.,
1198,I wanted to use my contactless at the metro today but it didn't accept it!,
1199,I need assistance to activate the card on my account.,
1200,Are there discounts for frequent currency exchanges?,
1201,If I want to can I set up a new PIN?,
1202,"My card is expiring soon, How do I order a new card?",
1203,Why has my transfer failed?,
1204,"There are transactions that I don't remember making, i think someone might have gotten my card details and is now using it.",
1205,Hold old do my kids have to be to use the service?,
1206,I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer now. There isn't an option from the app.,
1207,Why is my withdrawl to cash still pending?,
1208,Can I have my card activated?,
1209,What information do I need to gather in order to activate my card?,
1210,My payment still hasn't processed!,
1211,I need to activate my card.,
1212,Please help me set up a new PIN.,
1213,I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,
1214,"I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make.",
1215,I believe someone is using my card without my agreement!,
1216,I don't remember my login code,
1217,"My transfer did not work, what was the reason?",
1218,Why isn't my transfer not going through? I keep getting an error message.,
1219,My card is being used online to make a bunch of purchases! Someone else is using it fraudulently. Can you help me freeze it?,
